diagrammatisches,    diagrammatically,
diagramme,     diagrams,
diagramm  math,       diagram,
diakon,     deacon,
diakone,     deacons,
diakonisse,     deaconess,
diakritisch,    diacritical,
dialekt,     patois,
dialekte,     dialects; idioms,
dialektik,     dialectics,
dialektiker,     dialectician; dialecticians,
dialektisch,    dialectic; dialectical,
dialektisches,    dialectically,
dialog,     dialog; dialogue,
dialogdatenverarbeitung,     interactive data processing,
dialoge,     dialogs; dialogues,
dialogeingriff,     interaction,
dialogist,     dialogist,
dialogisten,     dialogists,
dialogorientiert,    conversational,
dialogprotokolldatei,     audit file,
dialogrechner,     interactive computer,
dialogstation,     interactive terminal,
dialogsystem,     query-reply system,
dialogverarbeitung,     transaction processing,
dialogverkehr,     dialogue exchange,
dialyse,     dialysis,
diamant,     diamond; sparkler,
diamanten,     diamonds; sparklers,
diamanthart,    adamantine,
diamantrahmen,     diamond frame,
diamantstaub,     bort,
diametrisch,    diametric,
diametrische,    diametrical,
diametrisches,    diametrically,
diapositive,     slides,
diaprojektor,     slide projector,
diastole,     diastole,
diastolen,     diastoles,
diathermie,     diathermy,
diathermisch,    diathermic,
diatomisch,    diatomic,
dich,    thee,
dichotomie,     dichotomy,
dichotomisches suchen,    binary search,
dicht,    closely; consistent; dense; densly; serried; thick; thickset; tight,
dicht an,    by); close     densely; romanced  Dichte       density,
dichten,    versify; write poetry  Dichten       densities,
dichtend,    romancing; versifying; writing poetry,
dichter,    denser; densier  Dichter       poet; poets,
dichterin,     poetess,
dichterinnen,     poetesses,
dichterisch,    poetic,
dichterische,    poetically,
dichterling,     poetaster; rhymer; versifier,
dichterlinge,     versifiers,
dichteste,    densest; densiest,
dichtet,    fables; versifies; writes poetry,
dichtet ab,    caulks,
dichtete,    fabled; versified; wrote poetry,
dichtete ab,    caulked,
dichteverhältnis,     density ratio,
dichtgedrängt,    stipate,
dichtgepackt,    close-packed,
dichtig,    density,
dichtigkeit,     denseness,
dichtkunst,     poetry,
dichtkünste,     poetic arts; poetries,
dicht machen,    to proof,
dicht math,      dense,
dichtring,     oil seal,
dichtung,     gasket; literature; packing; poetry; seal; sealing gasket,
dichtungen,     fictions; poetries,
dichtungsleiste,     weatherstrip,
dichtungsleisten,     weatherstrips,
dichtungsmittel,     sealant; sealants,
dichtungsring,     gasket; washer,
dichtungsringe,     gaskets,
dichtung und wahrheit,    facts and fiction,
dicht verwachsen,    tangly,
dick,    fat; gross; grossly; thick; thickly; turbid; turbidly,
dickadrig,    veinous,
dickadrige,    veinousy,
dickbauch,     potbelly,
dickbäuche,     potbellies,
dickbäuchig,    paunchy; potbellied,
dickdarmkatarrh,     colitis,
dickdärme,     colons,
dicke,     fatness; gauge; thickness,
dicke freunde sein,    to get on like a house of fire,
dicke luft,    Trouble's brewing!,
dicker,    burlier; porkier; stouter; thicker; tubbier,
dicker geldbeutel,    fat purse,
dicker nebel,    fog,
dickes ende,    butt,
dickfellig,    thick skinned,
dickflüssig,    viscous,
dickhäuter,     pachyderm,
dickhäutig,    thick skinned,
dickicht,     thicket,
dickichte,     thickets,
dickkopf,     bullhead; pigheaded,
dickköpfe,     bullheads; pigheaded people,
dickköpfig,    bullish; pigheaded; thickheaded,
dickköpfige,    bullishly,
dickköpfiger,    bullheaded,
dickleibigkeit,     corpulency; pudginess,
dicklich,    pudgy,
dickschichtschaltkreis,     thick-film circuit,
dickste,    porkiest; stoutest; thickest; tubbiest,
dicksten,    thickest,
didaktik,     didactics,
didaktische,    didactical,
didaktisches,    didactically,
die,    the; which; who,
die allgemeinheit,    the general public,
die alten,    ancients,
die alten bundesländer,    the old West German states,
die anwesenden eingeschlossen,    counting those present,
die armen,    the poor,
die art und weise,    the way of doing something,
die aufregung hat sich gelegt,    The dust has settled.,
die aufsicht haben über,    be in charge     refuse to give evidence,
die australier,    wallabies,
dieb,     burglar; filcher; larcenist; pilferer; purloiner; scrounger; theft; thief; thieve,
die baukunst betreffend,    architectural,
diebe,     filchers; purloiners; scroungers; thieveries; thieves,
die beine in die hand nehmen,    to take to one's heels,
dieberei,     pilferage,
die berufung betreffend,    appellate,
diebesbande,     gang of thieves,
diebesbanden,     gangs of thieves,
diebessicher,    theft proof,
die bildende kunst,    the graphic art,
diebisch,    larcenous; thievish,
diebische,    larcenously,
die bläser  musik,     the wind     larceny; theft; thievery,
diebstähle,     larcenies; thefts,
die darstellende künste malerei,    pictorial arts,
die darstellenden künste theater,    performing arts,
die dinge laufen lassen,    to let things slide,
die eifersucht,    jealously,
die eigene haut retten,    to save one's hide,
die elegante welt,    the smart set,
die fahrtdauer beträgt 4 stunden,    it will take 4 hours to get there,
die farben passen nicht zusammen,    the colours do not match  Die Farben passen nicht zusammen.      The colours do not match.,
die fassung bewahren,    to keep one's countenance,
die frage erhob sich,    the question came up,
die frage ist belanglos,    The question doesn't arise.,
die frau von heute,    the new woman,
die frist läuft,    The period runs.,
die führung übernehmen,    get in the lead,
die ganze bescherung,    the whole bag of tricks,
die ganze kunst besteht darin zu ,    the whole trick is to ...,
die ganze nacht hindurch,    all night; all night long,
die ganze sache ist abgeblasen,    The whole thing is off.,
die ganze sache sieht verdächtig aus,    The whole thing looks fishy.,
die ganze sippschaft,    the whole boiling,
die ganze zeit,    all along; all the time,
die geduld verlieren,    to lose one's temper,
die gelegenheit bietet sich,    the opportunity arises  Die Gelegenheit bietet sich.      The opportunity arises.,
die gelegenheit ergreifen,    to jump at the chance,
die gelegenheit verpassen,    to miss the opportunity,
die gelehrte welt,    the world of letters,
die gemüter beruhigen,    to put oil on troubled waters,
die geringste aussicht,    the ghost of a chance,
die gewohnheit annehmen,    to take to,
die gewohnheit haben zu,    to be in the habit of,
die grenze ziehen bei,    draw the line at,
die grippe haben,    to have the flu; to have the flue,
die größe verändernd,    scaling,
die gründe,    wherefores,
die grüne minna,    the black Maria,
die haare standen ihm zu berge,    his hair stood on end,
die haare standen mir zu berge,    My hair stood on end.,
die hauptrollen waren gut besetzt,    The main parts were well cast.,
die hauptrolle spielend,    starring,
die heilige jungfrau maria,    the Blessed Virgin Mary,
die heutigen veranstaltungen,    todays arrangements,
die hosen anhaben,    to wear the breeches,
die hosen voll haben,    to be in a blue funk,
die identität feststellen nachweisen,    to prove     that,
die jugendlichen,    the young,
die jungen,    the young,
die jungfrau von orleans,    the Maid of Orleans,
die katze im sack kaufen,    to buy a pig in a poke,
die konsequenzen tragen,    bear the consequences,
die konsequenzen ziehen aus,    draw the conclusions     to count the cost,
die kosten überschätzen,    to overestimate the costs,
die krankheit ist ansteckend,    The disease is contagious.,
die kunst der gegenwart,    contemporary art,
die kurse geben nach ziehen an,    prices are softening     summariness,
die lage retten,    to save the day,
die lampen ausschalten,    to turn out the lights,
die latte überqueren hochsprung,    clear the bar,
diele,     hall; hallway,
die leitung ist besetzt,    the line is busy  Die Leitung ist besetzt.      The line is busy.,
die leitung ist tot,    The line's gone dead.,
dielektrikum,     dielectric,
dielektrisch,    dielectric,
dielektrischer verlustfaktor,    dielectric loss factor; dissipation factor,
dielektrizitätskonstante,     capacitivity; dielectric constant,
die letzten nachrichten,    the latest news,
die lieben mitbürger,    the unco guide,
die luft ist rein,    The coast is clear.,
die lösung des rätsels,    the answer to this problem,
die lösung eines problems,    the answer to a problem,
die maschine läuft mit wechselstrom,    The machine runs on AC.,
die mehrheit ist dagegen,    The noes have it.,
die mode kommt und geht,    Fashions pass.,
die morgige zeitung,    tomorrow's paper,
die mühe lohnt sich,    it's worth     to supply the demand,
die nachricht ist gut,    The news is good.,
die nachricht ist wichtig,    the news is important,
die nachricht jagte mir einen schrecken ein,    The news made me jump.,
die nase voll haben,    to be fed up with,
dienen,    to conduce; to serve,
dienend,    conducing; servicing,
diener,     attendant; attender; butler; manservant; menials; menservants; servant; servants; server; servers; slave; valet,
dienerschaft,     domestics; flunkeydom; flunkydom,
dienerschaften,     flunkeydoms; flunkydoms,
die neuen bundesländer,    the newly-formed German states,
die nicht direkt an berufsarbeit gebunden ist,    off the job training,
die nicht lebenden,    unliving,
dienlich,    conducive; conducively; convenient; serviceable,
dienliche,    conducively,
dienlich sein,    subserve,
die not lindern,    to relieve the distress,
diensbare,    subserviently,
dienst,     employment; ministration; office; service,
dienstag,     Tuesday,
dienstanzug,     service dress,
dienstanzüge,     service dresses,
dienstbar,    subservient,
dienstbaren,    subserving,
dienstbarkeit,     subserviency,
dienstbarkeiten,     subserviencies,
dienstbereit,    ready to be of service,
dienstbote,     domestic,
dienste,     services,
diensteifrig,    obliging,
diensteifrigere,    more obliging,
diensteifrigste,    most obliging,
dienstfrei,    off duty,
dienstfrei sein,    to be off duty,
dienstgespräch,     official call,
dienstgradabzeichen,     badge,
dienst haben,    to be on duty,
diensthabend,    on duty,
dienstjahr,     year of service,
dienstjahre,     years of service,
dienstleistung,     attendance,
dienstleistungen,     attendances,
dienstleistungsunternehmen,         commissionaire,
dienstmädchen,     maid; maidservant; servant,
dienstordnung,     official regulations,
dienstpferd,     charger,
dienstpferde,     chargers,
dienstpflicht,     official duty,
dienstprogramm,     service routine; utility,
dienstreise,     official journey,
dienststunde,     office hour,
dienststunden,     office-hours,
diensttauglich,    fit for service,
dienstunfähig,    unfit for service,
dienstvertrag,     contract of employment,
dienstverträge,     contracts of employment,
dienstvorschrift,     service regulations,
dienstwagen,     official car,
dienstweg,     official channels,
dienstwohnung,     official residence,
dienstzeit,     period of service,
dient,    conduces; serves,
diente,    conduced,
die ohren steifhalten,    to keep one's chin up,
die ohren steif halten,    to keep a stiff upper lip,
die pflicht ruft,    duty calls!,
die pille nehmen,    to take     to call the police,
die preise sinken,    Prices are on the decrease.,
die preise steigen,    prices are rising,
die preise stiegen weiter,    Prices continued to rise.,
die probe bestehen,    to stand the test,
die rassentrennung aufheben,    to desegregate,
die reaktion des auslandes,    reactions from abroad,
die reichen,    the rich,
die reichen müßiggänger,    the idle rich,
die richtige reihenfolge,    the correct order,
die rollen vertauschen,    to reverse roles,
die ruhe bewahren,    to keep calm; to keep one's head,
die ruhe selbst sein,    as cool as a cucumber,
dies,    that,
die sache gefällt mir nicht,    I don't like the look of it.,
die sache hat einen haken,    There's a rub in it.,
die sache ist die,    the point is,
die sache lohnt nicht,    The game is not worth the candle.,
diesbezüglich,    referring to this,
die scheidung einreichen,    file a petition for divorce,
die schlagzeile fiel mir heute morgen auf,    The headline caught my eye this morning.,
die schliche kennen,    to know the ropes,
die schnauze voll haben,    to be fed up to the back teeth,
die schotten,     the Scots,
die schwierigkeiten,    he succeeded in overcoming the difficulties,
die schwierigkeiten zu überwinden,    he succeeded in overcoming the difficulties,
die schärfe nehmen,    to take the edge off,
die schönen künste,    the fine arts,
diese,    these; this; those,
diese farben sind waschecht,    these colours are fast,
diese gedankengänge sind ihm fremd,    Such thoughts are alien to him.,
diesel,     diesel,
dieselbe,    idem; same,
dieselkraftstoff,     diesel fuel,
dieselmotor,     diesel engine,
die sendung wiederholen,    rebroadcast,
dieser,    this,
dieser knopf ist abgegangen,    this button came off,
dieser spezielle fall,    this particular case,
dieser wein ist sehr süffig,    This wine goes down well.,
dieses,    this; thus,
dieses buch liest sich gut,    This book makes good reading.,
dieses eine mal,    this once,
dieses mal,    this time,
diese tabletten halfen mir nicht,    These pills did me no good.,
diese tatsache entging mir,    That fact escaped me.,
diesig,    hazy,
diesmal,    this time,
dies oder gar nichts,    It's Hobson's choice.,
die sonne steht tief,    The sun is low.,
die spielregeln kennen,    to know the ropes,
die spitze des eisberges,    the tip of the iceberg,
diesseitige,    secularistic,
die staaten  usa,     the States,
die stellung halten,    to hold the fort,
die stirn bieten,    brave; to defy,
die stirne runzelnd,    frowning,
die stirn gerunzelt,    frowned,
die stirn runzeln,    frown; to frown,
die straße entlang,    along the road,
die straße wird eben ausgebessert,    the road is under repair,
die straße überqueren,    to cross the road,
dies und jenes,    this and that,
die suppe auslöffeln,    to face the music,
die tasten belegend,    hotkeying,
die treppe hinaufgehen,    to go upstairs,
dietrich,     picklock,
die trommel rühren für etwas,    to beat the big drum     to beat the drum,
die tür aufmachen,    to answer the bell,
die verlobten,     the engaged couple,
die vielfache menge,    many times the amount,
die vorfahren betreffend,    ancestral,
die vornehme welt,    the people of quality,
die vorstellung ist aus,    the show is over,
die wand ist sehr hellhörig,    you can hear everything through that wall,
die wettenden,    bettors,
die wirbellosen,    invertebrates,
die wirbelsäule,    vertebrae,
die wäsche hängt auf der leine,    the wash is on the line,
die zeche bezahlen,    to stand Sam,
die zeiten haben sich geändert,    Times have changed.,
die zeit totschlagen,    to kill time,
die zeit verbringen,    to spend the time,
die zeit vertreiben,    to kill time,
die zügel fest in der hand halten,    to have things firmly under control,
differential,    differential,
differentialform  math,       differential form,
differential  math,       differential,
differentialoperator  math,       differential operator,
differentialrechnung  math,       differential calculus,
differentiation  math,       differentiation,
differenz,     difference,
differenzen,     differences,
differenzenquotient  math,       difference quotient,
differenzierbar,    differentiable; n times,
differenziere,    differenciate,
differenzieren,    differentiate,
differenzierend,    differentiating,
differenzierende,    differentiating,
differenziert,    differenciates; differentiates,
differenzierte,    differenciated; differentiated,
differenzierung,     differentiation,
differenzkosten,     alternative cost; avoidable cost,
differenz  math,       difference,
diffraktion,     diffraction,
diffundieren,    to diffuse,
diffusion,     diffusion,
diffusionsfähig,    diffusible,
diffusionsfähige,    diffusibly,
diffusionsschicht,     diffusion layer,
diffusionstransistor  transistorherstellungsart,     diffusion transistor,
diffusionsvermögen,     diffusibility,
diffusor,     diffusor,
digital,    digital; digitally  Digital...      digital,
digitalanalogumsetzer,     digital-analog converter,
digitalausgabeeinheit,     digital output unit,
digitale anzeige,    digital readouts,
digitaleingabeeinheit,     digital input unit,
digitale steuerung,     digital control,
digitalis,    digitalis,
digitalisieren,    digitalize; digitize,
digitalisierend,    digitizing,
digitalisierer,     digitizer,
digitalisiert,    digitizes,
digitalisierte,    digitized,
digitalisierung,     digitalization; digitization; digitizing,
digitalrechner,     digital computer,
digitalumsetzer,     digitizer,
digital und analog,    hybrid,
digitalzeichengeber,     digital transmitter,
digraph,     digraph,
diktaphone,     dictaphones,
diktat,     dictation,
diktator,     dictator,
diktatoren,     dictators,
diktatorisch,    dictatorial,
diktatorische,    dictatorially,
diktatur,     dictatorship,
diktaturen,     dictatorships,
diktierapparat,     dictaphone,
diktieren,    to dictate,
diktierend,    dictating,
diktiergerät,     dictating machine; dictation machine,
diktiert,    dictates,
diktierte,    dictated,
diktierter vertrag,     adhesion contract,
diktion,     diction; elocution,
diktionen,     dictions; elocutions,
dilemma,     dilemma; fix,
dilettant,     dabbler; dilettante,
dilettanten,     dabblers; dilettantes,
dilettantisch,    amateurish; dilettantish,
dilettantismus,     amateurishness; dilettantism,
dill,     dill,
dimension,     dimension,
dimensional,    dimensional,
dimensionales,    dimensionally,
dimensionen,     dimensions,
dimensionieren,    to dimension,
dimensionierend,    dimensioning,
dimensionierte,    dimensioned,
dimension  math,       dimension,
dimensionslose maßzahl,    absolute measure,
diminutive,     diminutives,
ding,     concern; entity; thing,
dinge,     doings; things,
dinge der sicherheit,    security features,
dinge für sich behalten,    keep things to oneself,
dingsbums,     whatnot,
dingsbumse,     whatnots,
diniere,    dine,
dinierend,    dining,
diniert,    dines,
dinierte,    dined,
dinkel,     spelt,
dinosaurier,     dinosaur,
diode,     diode,
dioxyd,     dioxide,
dip,     dip  ,
diphterie,     diphteria,
diphtherie,     diphtheria,
diphtherisch,    diphtherial,
diplom,     diploma,
diplomarbeit,     degree dissertation; diploma thesis,
diplomat,     diplomate,
diplomaten,     diplomates,
diplomatie,     diplomacy,
diplomatisch,    diplomatic; politic,
diplomatisches,    diplomatically,
diplomatische vertretung,     diplomatic mission,
diplome,     diplomas,
diplomingenieur,     graduate engineer,
diplomlandwirte,     agronomists,
dipol,     dipole; doublet,
diptherischer,    diphtheritic,
directory,     directory,
direkt,    direct; directly; firsthand; immediate; immediatly; one-level; random; randomly; squarely; straight; straightly,
direktantrieb,     direct drive,
direkt aus der quelle,    straight from the horse's mouth,
direkt durchstellen,    to put straight through,
direkte adressierung,    direct addressing,
direkte belastung,    direct debit,
direkter,    straighter,
direkte saldierung,    net balance,
direkteste,    straightest,
direkte summe  math,       direct sum,
direkte verdrahtung ohne kabelbaum,    mattress wiring,
direktionsassistent,     assistant to top management,
direktiven,     directives,
direktleitende verbindung,    physical connection,
direktor,     director; headmaster; manager,
direktorat,     directorship,
direktoren,     headmasters,
direktorenamt,     directorship,
direktorenstelle,     directorate,
direktorin,     headmistress; manageress,
direktorinnen,     headmistresses; managresses,
direktwahlgespräch,     automatically dialed call,
direktwert,     actual value,
direktzugriff,     direct access; direct-access; random access,
direktzugriffsspeicher,    addressable storage; addressed memory  Direktzugriffsspeicher       direct access storage,
direktzugriffsspeicher ram,     random access memory,
direktübertragung,     live broadcast,
dirigent,     conductor,
dirigieren,    conduct,
dirigiert,    conducts,
dirigierte,    conducted,
dirigierte um,    rearranged,
dirigiert um,    rearranges,
dirne,     doxy; harlot; prostitute; strumpet,
dirnen,     prostitutes; strumpets; wantons,
dirnenhaft,    meretricious,
dirnenhafte,    meretriciously,
disagio,     accretion of discount,
disassemblerprogramm,     disassembler,
disassemblieren,    to disassemble,
disassemblierend,    disassembling,
disassembliert,    disassembled,
disassemblierung,     disassembly,
disc film,     disc film,
disharmonie,     disharmony,
disharmonien,     disharmonies,
disjunktion,     disjunktion,
disjunkt math,      disjoint,
disk,    physical record,
diskette,     discette; disk; diskette; floppy-disk; media,
diskette ist schreibgeschützt,    disk is write protect,
disketten,     diskettes; disketts; disks,
diskettenbereich,     cluster,
diskettenfehler,     critical disk error; disk error,
diskettenlaufwerk,     floppy,
diskettenlaufwerke,     floppies,
diskettensektor nicht lokalisierbar,    sector not found,
diskette oder festplatte voll,    disk full,
diskographie,     discography,
diskontfähig,    discountable,
diskontierend,    discounting,
diskontierte,    discounted,
diskontsatz,     bank rate,
diskontsätze,     bank rates,
diskothek,     discotheque,
diskrepant,    discrepant,
diskrepants,    discrepantly,
diskrepanzen,     discrepancies,
diskret,    discreet; discrete,
diskrete,    discreetly,
diskretion,     discretion,
diskret math,      discrete,
diskriminierung,     discrimination,
diskriminierungen,     discriminations,
diskus,     discus,
diskussion,     argument; discuss; discussion,
diskussionen,     discussions,
diskussionsanlage,     discussion equipment,
diskussionsleiter,     moderator,
diskussionsteilnehmer,     panelist,
diskussionsveranstaltung,     discussion meeting,
diskussionsveranstaltungen,     discussion meetings,
diskuswerfer,     discobolus,
diskutabel,    arguably,
diskutierbar,    arguable; discussible,
diskutieren,    to discuss,
diskutierend,    discussing,
diskutiert,    discusses,
diskutierte,    discussed,
disparität,     disparity,
dispensieren,    to dispense,
dispensierend,    dispensing,
dispensierte,    dispensed,
disponiert,    plans,
disponierte,    planned,
disputant,     debater; disputant,
disputanten,     debaters; disputants,
disputation,     disputation,
disputationen,     disputations,
disputieren,    to contend,
disputierend,    contending; disputing,
disputiert,    contends; spats,
disputierte,    contended; disputed; spatted,
disqualifikation,     disqualification; incapacity,
disqualifizieren,    to disqualify,
disqualifizierend,    disqualifying,
disqualifiziert,    disqualifies,
disqualifizierte,    disqualified,
dissertationen,     dissertations,
dissidenten,     dissidents,
dissonant,    dissonant; dissonantly,
dissonanz,     discord; discordance,
distal,    distally,
distanz,     displacement,
distanzadresse,     bias address; displacement address,
distanziere,    dissociate from,
distanzierend,    dissociating from; distancing,
distanziert,    dissociates from,
distanzierte,    dissociated from; distanced,
distanzstück,     distance piece; spacer,
distanzstücke,     spacers,
distel,     thistle,
distelfink,     goldfinch,
disteln,     thistles,
distelwolle,     thistledown,
distributivgesetz  math,       distributive law,
disziplin,     discipline,
disziplinarisch,    disciplinary,
disziplinarstrafe,     disciplinary punishment,
disziplinarverfahren,     disciplinary action,
disziplinieren,    to discipline,
disziplinierend,    disciplining,
diszipliniert,    disciplined; disciplines,
divas,     divas,
divergent math,      divergent,
divergenz,     divergence,
divergenzen,     divergences,
divergenz  math,       divergence,
divergieren,    diverge,
divergierend,    divergent,
divergierende,    divergently,
divergierender,    diverging,
divergiert,    diverges,
divergierte,    diverged,
divers,    diverse; miscellaneous; various,
diversen,    diverse,
dividendenrückstände,     arrears of dividends,
dividend  zu teilende zahl,     dividend,
dividieren,    to divide,
dividiert,    divides,
division,     division,
division  durch null,     division by zero,
divisor  teiler des bruches,     divisor,
diwan,     divan,
diät,     diet; regimen,
diäten,     diets,
diätetisch,    dietetic,
diät haltend,    dieting,
diätisch,    dietetically,
diätspezialist,     dietitian,
diätvorschrift,     dietary,
diätvorschriften,     dietaries,
diözese,     bishopric; diocese,
diözesen,     bishoprics,
dobermann,     doberman,
doch,    still,
docht,     wick,
dochte,     wicks,
docke  einer drehbank,     poppet head,
dogge,     mastiff,
doggen,     mastiffs,
doghnut,     doughnut,
dogmatiker,     dogmatist,
dogmatisch,    dogmatic,
dogmatische,    dogmatical,
dogmatisches,    dogmatically,
dogmatismus,     dogmatism,
dohle,     daw; jackdaw,
dohlen,     daws; jackdaws,
doktor,     doc; doctoral,
doktorarbeiten,     thesis doktoren doctors,
doktorat,     doctorate,
doktoren,     docs; doctors,
doktrin,     doctrine,
doktrinär,    doctrinaire,
dokument,     document; scripture,
dokumentarfilm,     documentary film,
dokumentarfilme,     documentaries,
dokumentarisch,    documental,
dokumentarische,    documentary,
dokumentation,     documentation,
dokumentationsunterlagen,     documentation components,
dokumente,     documents,
dokumentierbar,    documentable,
dokumentieren,    documenting,
dokumentierend,    documenting,
dokumentiert,    documented,
dolch,     dagger; dirk; poniard,
dolche,     daggers,
dolchstich,     stab with a dagger,
dolchstiche,     stabs with a dagger,
dolde,     umbel,
dolden,     umbels,
doldenblütig,    umbellate,
dollar,     buck; dollar,
dollars,     dollars,
dollbord,     wheal,
dollborde,     wheals,
dolmetschen,    act as interpreter; interpret,
dolmetscher,     interpreter,
dolmetscherinstitut,     school / institute for interpreters,
dom,     cathedral; dome; minster,
domain,     domain,
dome,     cathedrals; minsters,
dominant,    dominantly,
domination,     ascendence,
dominationen,     ascendences,
dominica,    Dominica     to dominate; to henpeck,
dominierend,    dominating; henpecking,
dominiert,    dominates; henpecks,
dominierte,    dominated,
dominikaner,     dominican,
dominikanische republik,    Dominican Republic     domicile,
domizile,     domiciles,
don,     thu,
donator  elektronenspender bei halbl,     donor,
donner,     boom; thunder,
donnerbüchse,     blunderbuss,
donnern,    to boom; to fulminate; to thunder,
donnernd,    fulminating; thundering,
donnerschlag,     peal of thunder; thunderclap,
donnerschläge,     thunderclaps,
donnerstag,     Thursday,
donnerstimme,     thundering voice,
donnerstimmen,     thundering voices,
donnert,    fulminates; thunders,
donnerte,    fulminated; thundered,
donnerten,    thundered,
donnerwetter,     golly; gosh,
doof,    dopey; dumb,
doofmann,     dimwit,
doppel,    dual  Doppel       duplicate,
doppelanschlag,     doublestrike,
doppelaussage,     tautology,
doppelaussagen,     tautologies,
doppelbenennungen,     binomials,
doppelbett,     double bed,
doppelbetten,     double beds,
doppelboden,     raised floor,
doppelboden  für kabelverlegung,     false flor,
doppelbuchstabe,     ligature,
doppeldecker,     double decker,
doppeldeutig,    ambiguously,
doppeldickspeiche,     double butted spoke,
doppeldruck,     double strike,
doppeldruckverfahren,     overprinting,
doppelfehler,     double fault,
doppelfunktionstaste,     alternate action key,
doppelfüßer,     millipede,
doppelgänger,     double; doubles,
doppelintegral  math,       double integral,
doppelkabel,     dual cable,
doppelkinn,     double chin,
doppellaufwerk,     twin drive,
doppelpunkt,     colon,
doppelpunkte,     colons,
doppelrechnersystem,     bi-processor system,
doppelrechner  zur sicherung,     duplex computer,
doppelreihe  math,       double series,
doppelseitig,    two-sided,
doppelseitige diskette,    double sided disk,
doppelsinn,     double win,
doppelsinnigkeit,     ambiguity,
doppelstecker,     two way adapter; two way adapters,
doppelstromstrahltriebwerk,     turbo-jet fan engine,
doppelsystem,     twin system,
doppelt,    double; doubly; dual; duplex; duplicative; twice; twin,
doppelte dichte,    double density,
doppelte genauigkeit,    long precision,
doppelter,    dublicate,
doppelter bezeichner,    dublicate identifier; duplicate identifier,
doppelter zeilenabstand,    double space,
doppelte staatsangehörigkeit,     dual citizenship,
doppelte staatsbürgerschaft,     dual citizenship,
doppelte stellenzahl,    double-length,
doppelt konifiziert,    triple butted,
doppeltür,     double door,
doppelvorschub,     dual carriage,
doppelvorschubdrucken,     dual carriage print,
doppelwertigkeit,     ambivalence,
doppelwortanweisung,     double-word instruction,
doppelwährung,     double standard,
doppelzentner,     quintal; quintals,
doppelzimmer,     double room,
doppelzüngigkeit,     duplicity,
doppler,     doppler,
dorf,     cottage; village,
dorfbewohner,     villager; villagers,
dorfschönheit,     belle of the village,
dorn,     arbor; thorn,
dornen,     thorns,
dornig,    acanthuses; brambly; spinily; spiny; thornily; thorny,
dornige,    thornily,
dorniger,    spinier; thornier,
dornigkeit,     thorniness,
dornigste,    spiniest; thorniest,
dornlos,    thornless,
dornröschen  märchen,     sleeping beauty,
dornstrauch,     briar; brier,
dornsträucher,     briars; briers,
dorsal,    dorsal,
dorsale,    dorsally,
dorsch,     cod; codfish,
dort,    there,
dort drüben,    yonder,
dorthin,    there; thither,
dose,     box; tin,
dosen,     tins,
dosenschildkröten,     terrapins,
dosieren,    to dose; to meter,
dosierend,    dosing,
dosiert,    doses,
dosierte,    dosed; was dosing,
dosierter,    dosed,
dosiertest,    were dosing,
dosierung,     dosage,
dosierungen,     dosages,
dosis,     dose,
dossier,     dossier,
dossiers,     dossiers,
dotand,     doping agent; dotant,
dotieren,    to contaminate; to dope; to endow,
dotierend,    endowing,
dotiermittel,     doping agent; dotant,
dotiersubstanz,     dope additive,
dotiert,    contaminated; endows,
dotierte,    endowed,
dotierung,     endowment,
dotierungen,     endowments,
dotierungsstoff,     doping agent; dotant,
dots,     dots,
dotter,     yolk; yolks,
dozent,     lecturer,
dozentenstellung,     readership,
drache,     dragon,
drachen,     dragon; kite; kites,
draengte auf,    obtruded,
draht,     filament; strand; wire  Draht-      funicular,
drahtanschluss,     wire bonding,
drahtbrücke,     wire strap,
drahtbürste,     wire brush,
drahtbürsten,     wire brushes,
drahtete neu,    rewired,
drahtet neu,    rewires,
drahtgeflecht,     wire netting,
drahtgeflechte,     wire nettings,
drahtgewickelt,    wire-wound,
drahtig,    wirily; wiry,
drahtisolation,     strand isolation,
drahtlos,    wireless,
drahtnetz,     wire gauze,
drahtseil,     stranded wire,
drahtseilbahn,     cable railway,
drahtsteckanschluss,     wire wrapping,
drahtwickel,     wire-wrap,
drahtzange,     wire cutter,
drahtzangen,     wire cutters,
drahtzieher,     manipulator,
draisine,     handcar,
draisinen,     handcars,
drakonisch,    draconian,
drall,    buxom; buxomly,
dralle mädchen,    strappers,
dralles mädchen,    strapper,
drallheit,     buxomness,
drama,     drama,
dramalos,    undramatic,
dramatik,     dramatic art,
dramatiker,     dramatist; playwright,
dramatisch,    dramatic; dramatically,
dramatische,    dramatically,
dramatisiere,    dramatize,
dramatisieren,    dramatize,
dramatisierend,    dramatizing,
dramatisiert,    dramatizes,
dramatisierte,    dramatized,
dramaturg,     dramatic adviser,
dramen,     dramas,
drang,     drive,
drang ein,    invaded; irrupted,
drangen,    got through,
drangsal,     tribulation,
drangsalieren,    to pester; to pick on; to plague,
drang völlig durch,    interpenetrated,
drapiere,    drape,
drapieren,    drape,
drapierend,    draping,
drapiert,    drapes,
drapierte,    draped,
drapierung,     drapery,
drastisch,    drastic; drastically,
drastische,    drastically,
drastisch kürzen,    to slash,
draufgehen,    to go west,
draufgänger,     dare devil; daredevil; daredevils,
draufgängertum,     recklessness,
draufsicht,     plan; topview,
draußen,    afield; outdoor; outdoors; outside,
draußen in der welt,    out in the world,
drechsler,     turner; turners,
dreck,     dirt; muckiness; raunchiness; scruffiness; smut,
